,Entity,Year,Biofuels Consumption - TWh - Total (zero filled),Solar Consumption - TWh (zero filled),Wind Consumption - TWh (zero filled),Hydro Consumption - TWh (zero filled),Nuclear Consumption - TWh (zero filled),Gas Consumption - TWh (zero filled),Coal Consumption - TWh (zero filled),Oil Consumption - TWh (zero filled),Geo Biomass Other - TWh (zero filled),GDP_PPP
0,Africa,1990,0.0,0.0,0.0,159.04071972222224,23.46944444444444,398.6453844444444,877.8098613888889,1145.123741111111,0.808,
1,Africa,1991,0.0,0.0,0.0,168.47635666666665,25.4,401.6355930555556,853.1945686111111,1148.6610069444444,0.824,
2,Africa,1992,0.0,0.0,0.0,160.7230325,25.80000083333333,421.2702575,858.3007480555555,1171.7377780555555,0.85425,
3,Africa,1993,0.0,0.0,0.0055555555555555,157.45140916666665,20.152778055555554,412.6439775,871.6152063888889,1181.508105,0.9397,
4,Africa,1994,0.0,0.0,0.015,159.9890238888889,26.93611083333333,431.8279522222222,894.1687308333334,1221.5419658333333,0.837,
5,Africa,1995,0.0,0.0,0.0174999999999999,166.02465805555556,31.391665,461.24349777777775,921.80284,1264.9708244444444,1.0207,
6,Africa,1996,0.0,0.0,0.0197222222222222,173.10127416666666,32.708333611111115,484.19174805555554,934.5518386111112,1296.4831547222225,1.260093088,
7,Africa,1997,0.0,0.0,0.02,177.3680488888889,35.13055527777777,474.4755361111111,958.3213991666668,1331.6567583333333,1.388640408,
8,Africa,1998,0.0,0.0,0.0211111111111111,185.15246638888888,37.78055388888889,499.3369944444444,936.3072786111112,1363.7691558333331,1.714549286,
9,Africa,1999,0.0,0.0,0.0549999999999999,196.34517027777773,35.65833305555556,504.0196075,965.48062,1414.1560838888888,1.696124799,
10,Africa,2000,0.0,0.0331694444444444,0.4875,209.01615722222223,36.138889166666665,556.8223563888889,963.273915,1421.5153769444444,2.269063158,
11,Africa,2001,0.0,0.0412858333333333,1.1468927777777778,223.1639530555556,29.581655,634.6361538888889,975.5876619444444,1434.9808241666667,2.335352632,
12,Africa,2002,0.4908967858333333,0.0490011111111111,1.216278611111111,233.56209,32.878546944444444,670.605376111111,934.1009275,1467.215869722222,2.2864,
13,Africa,2003,0.5413214255555555,0.0581077777777777,1.459163888888889,225.7747155555556,34.498555555555555,711.5067125,1016.712642222222,1507.7376547222225,2.6224,
14,Africa,2004,0.6367551852777777,0.0697352777777777,2.079740277777778,236.60716194444444,36.17947222222222,783.0682180555556,1118.2899991666666,1557.3242830555555,2.978849535,
15,Africa,2005,0.2428825244444444,0.0825147222222222,2.0991291666666667,239.57555083333327,30.375810277777774,807.7815880555556,1038.0312477777777,1650.4034141666666,3.009669408,
16,Africa,2006,0.0722995566666666,0.1041302777777777,2.2788702777777776,246.56509444444444,26.799055,843.9347886111111,1052.7660088888888,1658.4732472222222,3.770404784,
17,Africa,2007,0.7837309788888889,0.1368852777777777,2.699343333333333,253.2483672222222,30.06078083333333,900.5199158333334,1070.1837125,1717.3990269444444,3.142048288,
18,Africa,2008,0.5877564316666667,0.1933147222222222,3.462768333333333,256.4708938888889,34.327328333333334,935.6593227777778,1179.483909722222,1805.798055,3.267395686,
19,Africa,2009,0.3328044994444444,0.2522530555555555,4.16927861111111,261.71903194444445,33.59598611111111,941.3703819444444,1174.4275441666666,1876.058328055556,3.56272219,
20,Africa,2010,0.1959277011111111,0.554118611111111,5.956733333333333,280.10063722222225,35.269785,981.2584944444444,1162.9921355555557,1966.0737875,3.825406558,
21,Africa,2011,0.5195721752777778,1.5586469444444444,6.184537777777777,286.2137130555556,33.43506111111111,1061.085588611111,1145.844919722222,1911.735672222222,3.929656611,
22,Africa,2012,0.5918104894444445,2.5614444444444446,6.479653611111111,285.7862277777777,33.40096611111111,1147.1777358333331,1117.771956111111,2017.0145522222224,4.085024546,
23,Africa,2013,0.5960279661111111,2.0198,9.20009111111111,301.1837936111111,36.11475472222222,1170.2537786111109,1129.611669722222,2090.719525,4.4308941,
24,Africa,2014,0.4916894636111111,4.931272777777777,12.877430833333332,314.87357944444443,35.10449027777778,1241.3191608333332,1183.1220594444444,2123.7742491666663,5.521055906,
25,Africa,2015,0.6074728080555556,9.087343333333331,22.541914722222224,303.99601388888885,30.95669638888889,1324.946863333333,1117.560296388889,2197.0032358333333,7.191202122,
26,Africa,2016,0.5378681266666667,12.876234722222222,28.1062575,293.5236225,37.787278055555554,1370.919078611111,1187.789695833333,2214.010135833333,7.281251193,
27,Africa,2017,0.5459506730555556,17.256116388888888,31.144435277777777,314.5413055555556,35.482499999999995,1449.80345,1187.481281111111,2229.898823055555,7.653766329,
28,Africa,2018,0.8574061783333334,20.61730638888889,36.71086222222222,330.90474666666665,28.780701666666666,1540.247786111111,1167.454926111111,2271.5887197222223,8.097891299,
29,Africa,2019,0.7771266316666667,27.00784944444444,46.69581972222223,339.77531,33.66663944444444,1553.3842177777776,1199.2301322222222,2299.14435,8.22808243,
30,Africa,2020,0.77198798,30.61148972222222,53.758161666666666,351.74965027777773,38.38613,1529.68159,1141.118618888889,1996.2920572222224,8.068135119,
31,Algeria,1990,0.0,0.0,0.0,0.375,0.0,195.09875,7.66417,111.81161583333332,0.0,178047567922.31
32,Algeria,1991,0.0,0.0,0.0,0.8138888888888889,0.0,192.6925,7.9084,110.6277861111111,0.0,181859886497.691
33,Algeria,1992,0.0,0.0,0.0,0.5527777777777778,0.0,198.94875,9.39704,111.29265555555556,0.0,189352392099.66
34,Algeria,1993,0.0,0.0,0.0,0.9805555555555556,0.0,178.54375,7.65254,110.75487666666666,0.0,189770030942.639
35,Algeria,1994,0.0,0.0,0.0,0.4611111111111111,0.0,188.16875,7.2106,106.05089583333331,0.0,192078030027.636
36,Algeria,1995,0.0,0.0,0.0,0.5361111111111111,0.0,202.22125,7.2106,103.14228277777778,0.0,203557722609.973
37,Algeria,1996,0.0,0.0,0.0,0.375,0.0,207.7075,3.39596,98.42207972222222,0.0,215783472692.771
38,Algeria,1997,0.0,0.0,0.0,0.2083333333333333,0.0,194.04,5.95456,97.64341944444443,0.0,222058101995.973
